-,-,-
993, -113, 142
973, -123, 127
973, -123, 127
976, -126, 121
979, -118, 140
975, -115, 131
976, -120, 109
987, -121, 84
1003, -115, 68
1003, -115, 68
1008, -114, 45
1002, -117, 7
1002, -109, 18
997, -107, 7
976, -93, 9
976, -93, 9
998, -88, -69
1079, -84, -116
1080, -82, -103
1030, -71, -48
980, -75, -18
980, -75, -18
993, -79, -22
1041, -75, -11
1025, -63, 6
1024, -53, 27
1024, -53, 27
994, -50, 12
982, -49, 19
973, -36, 39
973, -36, 39
1019, -20, 115
1026, -22, 149
977, -26, 144
934, -18, 136
999, -15, 77
999, -15, 77
1011, 4, 101
946, 17, 158
887, 7, 140
887, 7, 140
882, 22, 154
898, 53, 175
991, 71, 222
991, 71, 222
909, 78, 321
778, 55, 334
739, 59, 358
739, 59, 358
841, 64, 413
902, 60, 501
811, 36, 556
811, 36, 556
723, 10, 589
703, 15, 662
812, 3, 775
812, 3, 775
785, -14, 876
731, -35, 961
771, -49, 1032
771, -49, 1032
856, -66, 1086
863, -80, 1061
816, -115, 952
751, -124, 859
762, -116, 787
773, -103, 726
802, -108, 635
802, -108, 635
790, -116, 567
772, -103, 568
-,-,-
1011, -98, 158
1001, -85, 176
970, -68, 197
957, -78, 170
957, -78, 170
1002, -75, 139
1036, -71, 101
1035, -75, 16
1043, -71, -71
1077, -56, -143
1077, -56, -143
1097, -49, -232
1122, -37, -298
1157, -11, -315
1131, 19, -288
1152, 20, -282
1134, 26, -259
1137, 56, -144
1052, 60, -101
1052, 60, -101
939, 64, -52
985, 43, -94
1003, 57, -71
933, 99, 13
933, 99, 13
874, 101, 41
835, 98, 19
835, 98, 19
825, 133, 64
948, 175, 167
816, 194, 238
755, 159, 214
755, 159, 214
857, 138, 130
926, 208, 336
924, 247, 552
923, 186, 571
923, 186, 571
929, 115, 444
930, 98, 443
999, 150, 615
1073, 151, 761
1073, 151, 761
977, 100, 791
853, 38, 733
903, 2, 750
1064, 9, 847
1064, 9, 847
1115, 8, 922
1016, -50, 814
-,-,-
990, -52, 21
973, -69, 10
944, -61, 2
982, -58, -10
982, -58, -10
1027, -53, -8
1012, -51, -7
990, -57, -53
998, -54, -109
1050, -46, -160
1050, -46, -160
1080, -39, -182
1060, -32, -225
1069, -23, -287
1077, -16, -366
1108, -7, -457
1159, 9, -528
1147, 48, -514
1096, 71, -502
1096, 71, -502
1045, 80, -483
968, 93, -433
1055, 83, -394
1055, 71, -262
1116, 52, -185
1114, 96, -179
1114, 96, -179
1045, 145, -75
889, 162, -26
839, 142, 1
884, 107, 12
884, 107, 12
893, 42, -48
825, 23, -38
793, 78, 115
