-311, -31, 934
-311, -58, 922
-311, -58, 922
-303, -90, 904
-319, -145, 895
-340, -181, 891
-364, -217, 892
-394, -258, 903
-430, -286, 904
-442, -306, 898
-455, -328, 887
-482, -326, 879
-482, -326, 879
-517, -317, 888
-506, -285, 900
-537, -215, 984
-596, -63, 1111
-644, 67, 1244
-676, 197, 1336
-712, 423, 1512
-598, 754, 1762
-401, 1100, 1985
-234, 1304, 1998
-86, 1327, 1995
-83, 1186, 1831
-83, 1186, 1831
41, 945, 1502
200, 769, 1247
378, 661, 1052
513, 547, 858
507, 379, 634
554, 175, 437
554, 175, 437
608, 34, 249
665, -127, 93
669, -228, 42
669, -228, -136
679, -281, -136
738, -326, -352
743, -324, -420
599, -663, -285
246, -1375, 36
-128, -1917, 318
-441, -1998, 572
-675, -1998, 752
-775, -1998, 782
-636, -1998, 738
-410, -1787, 744
-262, -1101, 853
-159, -559, 914
-150, -291, 972
-148, 4, 1073
-148, 4, 1073
-153, 311, 1188
-193, 452, 1253
-283, 524, 1384
-357, 539, 1395
-453, 466, 1362
-510, 398, 1296
-518, 344, 1196
-511, 274, 1084
-511, 226, 996
-511, 226, 996
-492, 201, 935
-466, 199, 906
-427, 186, 852
-411, 132, 821
-425, 78, 826
-427, -4, 837
-427, -4, 837
-441, -39, 862
-441, -100, 875
-450, -123, 879
-451, -170, 866
-462, -193, 857
-458, -210, 833
-467, -219, 832
-489, -232, 843
-489, -232, 843
-506, -275, 853
-550, -310, 860
-592, -314, 868
-629, -267, 870
-699, -198, 898
-775, -135, 904
-797, -62, 922
-816, 68, 983
-779, 181, 1130
-779, 181, 1130
-693, 288, 1334
-638, 462, 1519
-564, 677, 1686
-431, 843, 1825
-270, 944, 1963
-47, 1028, 1991
83, 1067, 1919
198, 977, 1700
367, 802, 1502
367, 802, 1502
551, 744, 1414
671, 840, 1213
777, 731, 874
953, 356, 391
1153, -108, -167
1101, -290, -404
1101, -403, -456
1086, -860, -666
824, -1464, -869
331, -1977, -749
-261, -1998, -480
-624, -1998, -86
-775, -1998, 261
-775, -1998, 261
-731, -1998, 599
-571, -1627, 997
-492, -923, 1288
-360, -407, 1406
-307, -27, 1621
-227, 325, 1960
-233, 492, 1975
-177, 565, 1957
-153, 735, 1783
-189, 666, 1525
-256, 541, 1285
-363, 384, 1147
-410, 286, 1012
-390, 232, 909
-390, 232, 909
-394, 184, 829
-399, 136, 776
-414, 110, 763
-411, 60, 767
-419, 43, 790
-378, -7, 827
-378, -7, 827
-392, -15, 863
-404, -27, 908
-389, -41, 915
-391, -49, 928
-406, -78, 928
-406, -78, 928
-417, -118, 903
-449, -125, 906
-450, -135, 886
-454, -165, 876
-453, -209, 868
-485, -235, 874
-526, -237, 890
-559, -234, 887
-590, -227, 867
-683, -210, 895
-801, -192, 958
-801, -192, 958
-925, -171, 1072
-997, -63, 1218
-946, 64, 1370
-810, 244, 1520
-644, 478, 1694
-470, 723, 1911
-267, 901, 1998
-102, 943, 1998
-11, 845, 1871
148, 658, 1537
148, 658, 1537
285, 542, 1281
371, 528, 1056
472, 454, 824
541, 379, 562
634, 212, 273
634, 212, 273
655, 70, -13
598, 20, -158
596, -126, -276
545, -467, -328
373, -878, -273
196, -1228, -148
-70, -1681, 125
-70, -1681, 125
-348, -1989, 427
-451, -1984, 570
-533, -1982, 706
-644, -1998, 877
-643, -1979, 941
-523, -1690, 935
-386, -1269, 1022
-240, -745, 1115
-243, -319, 1226
-125, 200, 1315
-161, 506, 1506
-145, 652, 1604
-120, 723, 1681
-97, 780, 1705
-90, 738, 1555
-161, 581, 1371
-161, 581, 1371
-229, 388, 1193
-292, 232, 1021
-352, 85, 895
-354, 4, 792
-351, -40, 741
-349, -69, 718
-332, -100, 729
-332, -100, 729
-342, -104, 756
-344, -144, 786
-350, -196, 829
-348, -223, 849
-361, -199, 897
-351, -180, 925
-352, -164, 944
-340, -156, 941
-354, -173, 929
-382, -191, 916
-399, -213, 905
-399, -213, 905
-412, -239, 913
-435, -257, 936
-439, -275, 931
-456, -303, 941
-481, -292, 989
-508, -273, 1053
-526, -223, 1108
-519, -144, 1144
-554, -68, 1215
-628, 38, 1330
-694, 210, 1468
-724, 379, 1602
-724, 379, 1602
-634, 498, 1710
-509, 631, 1815
-384, 780, 1852
-275, 862, 1792
-244, 815, 1654
-130, 682, 1499
-20, 609, 1388
98, 556, 1270
266, 495, 1073
266, 495, 1073
435, 417, 911
517, 352, 687
592, 208, 422
650, 45, 131
650, 45, 131
712, -170, -136
737, -305, -366
707, -446, -461
607, -646, -445
437, -897, -284
173, -1206, -68
-132, -1663, 218
-361, -1958, 410
-525, -1998, 490
-593, -1955, 508
-605, -1747, 552
-602, -1551, 682
-626, -1355, 844
-600, -1026, 1033
-605, -662, 1281
-467, -218, 1404
-600, -35, 1466
-600, -35, 1466
-585, 136, 1462
-569, 323, 1447
-606, 385, 1384
-615, 307, 1225
-641, 238, 1092
-607, 172, 992
-611, 127, 937
-593, 62, 913
-593, 62, 913
-581, 30, 883
-517, -29, 831
-509, -55, 827
-465, -111, 790
-464, -163, 810
-437, -185, 813
-414, -195, 838
-416, -211, 853
-416, -211, 853
-411, -239, 849
-422, -254, 865
-408, -262, 872
-401, -266, 856
-409, -279, 862
-413, -310, 860
-428, -374, 843
-442, -448, 821
-454, -563, 788
-467, -724, 677
-461, -865, 565
-461, -865, 565
-417, -856, 509
-407, -751, 584
-378, -657, 755
-368, -468, 955
-383, -232, 1135
-405, 24, 1291
-382, 307, 1621
-246, 713, 1976
-72, 1170, 1998
48, 1398, 1998
48, 1398, 1998
147, 1402, 1998
182, 1325, 1998
78, 1156, 1787
77, 865, 1364
80, 682, 1033
42, 612, 893
42, 612, 893
70, 548, 849
113, 437, 796
145, 330, 667
189, 198, 521
189, 198, 521
235, 101, 388
291, 32, 377
383, 0, 300
383, 0, 300
519, -43, 196
669, -126, 41
724, -325, -123
603, -541, -67
414, -947, 41
414, -947, 41
127, -1470, 48
-132, -1894, 70
-306, -1998, 192
-440, -1998, 245
-459, -1998, 340
-445, -1965, 512
-305, -1542, 669
-218, -925, 961
-313, -513, 1213
-326, -179, 1335
-376, -18, 1347
-401, 141, 1386
-401, 141, 1386
-477, 259, 1414
-492, 345, 1402
-512, 407, 1348
-507, 377, 1246
-490, 332, 1091
-486, 249, 1008
-485, 234, 946
-495, 200, 904
-492, 167, 869
-492, 167, 830
-472, 105, 830
-483, -3, 824
-496, -61, 834
-478, -53, 834
-458, -57, 833
-446, -43, 851
-446, -43, 851
-452, -50, 852
-481, -71, 842
-486, -52, 821
-513, -46, 810
-566, -42, 840
-571, -15, 838
-576, -8, 824
-576, -8, 824
-590, -53, 809
-618, -94, 815
-618, -116, 824
-593, -103, 834
-576, -124, 857
-565, -163, 847
-574, -207, 838
-574, -207, 838
-562, -236, 810
-548, -262, 765
-572, -259, 721
-560, -209, 663
-552, -183, 655
-599, -156, 718
-652, -72, 851
-714, 9, 1000
-702, 182, 1151
-702, 182, 1151
-664, 406, 1305
-686, 580, 1458
-685, 776, 1630
-625, 1012, 1809
-438, 1151, 1920
-270, 1205, 1936
-114, 1173, 1757
12, 1124, 1542
155, 1003, 1319
262, 890, 1080
382, 715, 805
382, 715, 805
528, 461, 432
643, 221, 132
661, 141, -86
766, 39, -274
829, -285, -360
829, -285, -360
721, -771, -428
494, -1403, -449
201, -1926, -444
-97, -1998, -304
-296, -1998, -167
-387, -1998, 153
-415, -1889, 535
-315, -1263, 821
-339, -641, 1024
-434, -404, 1088
-493, -352, 1111
-511, -196, 1225
-511, 48, 1353
-541, 183, 1364
-505, 231, 1312
-560, 338, 1272
-550, 382, 1138
-599, 347, 1002
-599, 347, 1002
-634, 276, 950
-635, 250, 887
-633, 211, 845
-621, 156, 775
-629, 66, 724
-605, -3, 691
-605, -3, 691
-604, -43, 692
-605, -101, 707
-600, -136, 712
-585, -144, 727
-581, -150, 739
-600, -164, 781
-591, -157, 789
-582, -152, 790
-592, -142, 810
-592, -142, 810
-617, -127, 857
-638, -115, 932
-671, -111, 1018
-710, -81, 1119
-789, -25, 1254
-832, 57, 1344
-879, 5, 1300
-955, 21, 1202
-1082, 42, 1149
-1198, 56, 1099
-1198, 56, 1099
-1213, 127, 1068
-1114, 218, 1013
-991, 422, 976
-819, 561, 964
-624, 726, 930
-433, 827, 870
-169, 824, 779
63, 702, 662
63, 702, 662
213, 621, 577
369, 650, 366
531, 455, 88
531, 455, 88
726, 138, -249
835, -102, -389
870, -202, -379
848, -389, -260
678, -755, 5
282, -1258, 450
-251, -1779, 847
-760, -1998, 1226
-1187, -1998, 1386
-1184, -1998, 1365
-995, -1793, 1318
-770, -1184, 1256
-629, -774, 1198
-501, -368, 1188
-443, -60, 1143
-446, 144, 1070
-499, 333, 1035
-499, 333, 1035
-529, 484, 1018
-590, 625, 981
-591, 750, 931
-591, 784, 872
-617, 745, 821
-635, 619, 786
-659, 482, 749
-659, 482, 749
-655, 379, 753
-657, 295, 742
-647, 192, 710
-669, 99, 674
-680, 40, 653
-676, 44, 650
-676, 44, 650
-659, 57, 639
-644, 20, 636
-646, -16, 651
-631, -39, 654
-631, -39, 654
-626, -40, 655
-653, -80, 662
-680, -128, 670
-691, -148, 697
-701, -128, 721
-765, -125, 751
-845, -121, 784
-917, -100, 841
-989, -16, 935
-989, -16, 935
-1185, 102, 1042
-1416, 225, 1162
-1521, 328, 1268
-1501, 442, 1383
-1440, 566, 1543
-1312, 742, 1659
-1115, 808, 1617
-840, 767, 1383
-514, 656, 1078
-100, 584, 801
133, 589, 606
366, 582, 352
366, 582, 352
496, 509, 155
600, 317, 25
771, 123, -214
909, 0, -394
909, 0, -394
886, 24, -372
759, 14, -102
524, -148, 268
137, -489, 615
-417, -904, 939
-417, -904, 939
-971, -1388, 1163
-1310, -1856, 1165
-1370, -1998, 941
-1165, -1985, 463
-984, -1652, 425
-984, -1652, 464
-813, -1094, 464
-676, -485, 516
-620, 50, 570
-614, 454, 838
-714, 852, 1222
-797, 1025, 1448
-808, 991, 1433
-794, 956, 1323
-721, 947, 1182
-672, 899, 1035
-616, 778, 909
-616, 778, 909
-586, 591, 819
-540, 444, 772
-567, 372, 772
-546, 277, 745
-533, 239, 703
-525, 190, 662
-541, 153, 652
-541, 153, 652
-540, 152, 631
-516, 111, 627
-533, 90, 699
-527, 70, 768
-550, 42, 782
-550, 42, 782
-602, -10, 807
-643, -82, 792
-716, -139, 807
-785, -160, 871
-811, -88, 944
-831, 60, 1048
-831, 60, 1048
-830, 274, 1142
-815, 519, 1275
-811, 764, 1387
-737, 1066, 1423
-667, 1238, 1467
-578, 1328, 1438
-451, 1383, 1381
-363, 1357, 1270
-244, 1200, 1121
-178, 1067, 1062
-96, 998, 1021
64, 862, 887
199, 676, 784
199, 676, 784
325, 565, 654
443, 474, 502
534, 339, 318
608, 241, 125
608, 241, 125
646, 131, -26
660, 4, -180
584, -83, -220
500, -255, -225
208, -699, -153
208, -699, -153
-228, -1363, -21
-705, -1962, 93
-1020, -1998, 111
-1043, -1998, 40
-864, -1998, 77
-720, -1872, 243
-594, -1412, 488
-510, -899, 729
-431, -319, 920
-409, 239, 1053
-454, 469, 1175
-528, 506, 1271
-638, 567, 1279
-708, 592, 1198
-758, 529, 1170
-758, 529, 1170
-828, 471, 1174
-819, 480, 1147
-782, 502, 1067
-744, 501, 1007
-715, 468, 924
-668, 434, 858
-612, 424, 777
-571, 367, 726
-527, 296, 715
-527, 296, 715
-499, 231, 717
-493, 186, 743
-478, 132, 770
-481, 87, 783
-480, 48, 793
-480, 48, 793
-500, -1, 802
-516, -11, 819
-510, 16, 816
-517, 32, 817
-514, 43, 829
-514, 43, 829
-534, 82, 851
-561, 96, 856
-606, 92, 854
-643, 53, 874
-643, 53, 874
-719, 17, 938
-773, 64, 1014
-811, 127, 1082
-834, 177, 1142
-847, 224, 1269
-910, 366, 1470
-946, 616, 1679
-946, 616, 1679
-819, 953, 1841
-733, 1205, 1955
-576, 1261, 1845
-361, 1153, 1532
-148, 1045, 1180
43, 959, 889
205, 888, 670
352, 818, 467
454, 702, 287
454, 702, 287
536, 495, 66
599, 264, -147
680, 125, -305
648, 14, -363
648, 14, -363
565, -243, -372
329, -668, -274
12, -1196, -75
-322, -1427, 102
-570, -1546, 369
-814, -1693, 551
-910, -1656, 637
-912, -1417, 689
-973, -1294, 750
-960, -1183, 776
-869, -832, 758
-735, -450, 758
-660, -146, 811
-653, 109, 890
-653, 109, 890
-656, 320, 1013
-659, 529, 1174
-583, 675, 1309
-546, 801, 1427
-498, 877, 1411
-428, 927, 1270
-394, 914, 1141
-389, 839, 1013
-360, 742, 904
-360, 742, 904
-363, 653, 824
-371, 570, 755
-369, 477, 725
-385, 433, 700
-384, 338, 684
-415, 291, 689
-422, 229, 708
-422, 229, 708
-457, 129, 753
-545, 66, 835
-626, -19, 893
-718, -76, 929
-784, -63, 974
-826, 16, 1026
-826, 16, 1026
-883, 96, 1112
-903, 208, 1207
-844, 386, 1264
-789, 581, 1270
-767, 763, 1277
-733, 909, 1308
-674, 992, 1290
-628, 999, 1238
-592, 954, 1144
-592, 954, 1144
-540, 852, 1066
-471, 810, 960
-403, 794, 864
-301, 712, 739
-166, 616, 606
0, 518, 424
0, 518, 424
153, 469, 296
359, 471, 198
764, 427, 43
1068, 324, -78
1068, 324, -78
1072, 105, 19
935, -207, 215
598, -717, 485
14, -1340, 662
-878, -1946, 776
-1631, -1998, 680
-1838, -1998, 496
-1707, -1904, 411
-1412, -1450, 309
-1176, -973, 322
-1021, -509, 515
-887, -81, 693
-761, 250, 783
-761, 250, 783
-653, 367, 849
-632, 411, 1041
-673, 497, 1249
-708, 620, 1287
-683, 643, 1181
-658, 620, 1069
-646, 581, 985
-628, 542, 924
-628, 542, 924
-645, 545, 878
-624, 534, 834
-602, 500, 811
-592, 419, 816
-591, 363, 802
-579, 337, 774
-579, 337, 774
-565, 292, 762
-546, 252, 754
-525, 225, 770
-529, 197, 787
-526, 155, 777
-521, 141, 768
-523, 125, 756
-523, 125, 756
-542, 89, 742
-589, 5, 724
-613, -59, 702
-672, -76, 738
-751, -100, 790
-751, -100, 790
-830, -147, 829
-893, -154, 849
-898, -103, 853
-886, 61, 914
-916, 368, 1069
-1095, 616, 1268
-1247, 627, 1434
-1236, 536, 1508
-1131, 486, 1517
-1011, 494, 1561
-885, 579, 1671
-711, 664, 1840
-346, 762, 1893
-346, 762, 1893
106, 907, 1875
505, 1080, 1687
807, 1105, 1261
1007, 1020, 735
1094, 883, 287
1131, 680, -55
1169, 406, -312
1123, 136, -428
1016, -290, -351
689, -928, -137
689, -928, -137
190, -1603, 127
-454, -1989, 513
-1139, -1998, 866
-1440, -1998, 1012
-1291, -1998, 1029
-1062, -1843, 1011
-540, -584, 923
-540, -584, 923
-441, 23, 910
-425, 525, 990
-409, 873, 1139
-457, 1110, 1257
-496, 1143, 1291
-593, 1069, 1249
-639, 920, 1117
-725, 705, 1037
-748, 525, 952
-748, 393, 860
-748, 393, 860
-743, 261, 791
-739, 199, 737
-672, 142, 705
-645, 147, 701
-611, 133, 700
-592, 114, 684
-592, 114, 684
-571, 117, 724
-550, 114, 735
-565, 84, 742
-577, 30, 752
-582, 3, 776
-582, 3, 776
-616, -27, 812
-649, -80, 843
-714, -149, 908
-787, -185, 994
-846, -164, 1086
-968, -95, 1229
-1196, 30, 1464
-1336, 261, 1589
-1381, 499, 1636
-1381, 499, 1636
-1455, 689, 1762
-1400, 924, 1877
-1104, 1156, 1876
-654, 1377, 1684
-176, 1449, 1373
274, 1417, 1023
590, 1336, 804
757, 1186, 619
926, 909, 439
1100, 580, 248
1336, 209, 2
1336, 209, 2
1541, -152, -184
1588, -233, -260
1336, -399, -181
872, -897, -5
144, -1540, 325
-735, -1942, 731
-1343, -1968, 1099
-1515, -1776, 1212
-1358, -1434, 1175
-1137, -1100, 1188
-1056, -709, 1229
-932, -165, 1275
-777, 337, 1307
-657, 690, 1292
-594, 959, 1209
-541, 1128, 1150
-616, 1147, 1145
-672, 1012, 1091
-701, 832, 989
-679, 671, 887
-640, 593, 808
-640, 593, 808
-635, 521, 781
-616, 460, 769
-589, 405, 780
-571, 362, 785
-556, 350, 773
-545, 325, 760
-545, 325, 760
-529, 290, 743
-513, 257, 724
-501, 220, 742
-495, 214, 784
-499, 200, 796
-520, 132, 784
-520, 132, 784
-563, 18, 785
-650, -107, 804
-810, -243, 889
-994, -406, 1015
-1172, -573, 1135
-1268, -533, 1260
-1227, -209, 1471
-1230, 258, 1757
-1214, 599, 1976
-1050, 847, 1986
-805, 1128, 1976
-634, 1514, 1994
-310, 1802, 1939
55, 1817, 1675
393, 1528, 1232
647, 1128, 671
750, 771, 168
750, 771, 168
805, 422, -172
899, 147, -453
1025, -69, -705
1063, -77, -708
976, -61, -468
845, -266, -163
845, -266, -163
431, -619, 353
-134, -1103, 859
-685, -1483, 1184
-1071, -1700, 1333
-1316, -1877, 1317
-1313, -1829, 1201
-1126, -1380, 1142
-727, -338, 1000
-584, 74, 889
-584, 74, 889
-505, 502, 870
-527, 930, 1022
-591, 1307, 1110
-621, 1416, 1124
-678, 1347, 1115
-740, 1185, 1048
-768, 939, 927
-770, 675, 794
-738, 476, 705
-738, 476, 705
-709, 375, 643
-644, 315, 614
-601, 312, 607
-541, 313, 594
-518, 309, 629
-488, 320, 636
-488, 320, 636
-457, 318, 634
-440, 289, 653
-441, 277, 707
-457, 281, 770
-486, 267, 789
-512, 224, 791
-518, 155, 746
-518, 155, 746
-514, 101, 668
-499, 38, 582
-497, -9, 573
-548, -121, 657
-637, -359, 859
-674, -409, 1105
-583, -164, 1339
-583, -164, 1339
-470, 132, 1550
-383, 350, 1722
-303, 581, 1934
-234, 968, 1998
-128, 1428, 1998
-144, 1775, 1998
-163, 1910, 1992
-36, 1997, 1791
251, 1997, 1498
521, 1997, 1188
717, 1915, 902
822, 1560, 610
890, 1160, 372
890, 1160, 372
867, 780, 150
867, 397, -54
852, 77, -224
972, -264, -393
1119, -460, -606
1058, -516, -524
910, -669, -249
910, -669, -249
675, -1108, 107
100, -1592, 533
-512, -1810, 867
-940, -1721, 1123
-1195, -1569, 1327
-1357, -1328, 1548
-1265, -823, 1600
-1110, -217, 1481
-908, 313, 1328
-724, 723, 1326
-605, 1119, 1434
-541, 1322, 1412
-554, 1253, 1311
-590, 1075, 1135
-605, 850, 950
-605, 696, 807
-571, 597, 694
-555, 516, 618
-514, 460, 606
-514, 460, 606
-511, 433, 649
-525, 389, 685
-510, 352, 710
-530, 335, 779
-540, 264, 847
-596, 270, 748
-519, 313, 718
